TransactionID,Date,Amount,Status,BranchID,BranchName,BranchCity,TransactionType,FailureReason
TXN11531,01-05-2025,1968,SUCCESS,VIM4,Bharat Nagar,Gujarat,DEBIT CARD,
TXN13813,01-05-2025,4497,FAILED,VIM4,Bharat Nagar,Gujarat,CREDIT CARD,Invalid Account Number
TXN38127,01-05-2025,4542,SUCCESS,VIM6,Bharat Nagar,Gujarat,CREDIT CARD,
TXN75822,01-05-2025,9905,FAILED,VIM5,Bharat Nagar,Gujarat,NEFT,Network Timeout
TXN95025,01-05-2025,7535,FAILED,VIM7,Bharat Nagar,Gujarat,CREDIT CARD,Invalid Account Number
TXN82754,01-05-2025,5604,SUCCESS,VIM8,Bharat Nagar,Gujarat,DEBIT CARD,
TXN91001,01-05-2025,8631,FAILED,VIM3,Bharat Nagar,Gujarat,CREDIT CARD,Network Timeout
TXN35278,02-05-2025,407,SUCCESS,VIM7,Bharat Nagar,Gujarat,DEBIT CARD,
TXN56095,02-05-2025,3642,FAILED,VIM2,Bharat Nagar,Gujarat,CREDIT CARD,Technical Error
TXN66859,02-05-2025,6167,FAILED,VIM4,Bharat Nagar,Gujarat,DEBIT CARD,Invalid Account Number
TXN86151,02-05-2025,2776,SUCCESS,VIM4,Bharat Nagar,Gujarat,CREDIT CARD,
TXN96096,02-05-2025,897,SUCCESS,VIM3,Bharat Nagar,Gujarat,DEBIT CARD,
TXN23426,02-05-2025,7616,SUCCESS,VIM7,Bharat Nagar,Gujarat,DEBIT CARD,
TXN82572,02-05-2025,474,FAILED,VIM7,Bharat Nagar,Gujarat,CREDIT CARD,Invalid Account Number
TXN54208,03-05-2025,1061,FAILED,VIM3,Bharat Nagar,Gujarat,CREDIT CARD,Account Blocked
TXN90508,03-05-2025,3649,FAILED,VIM5,Bharat Nagar,Gujarat,DEBIT CARD,Technical Error
TXN98372,03-05-2025,7721,SUCCESS,VIM1,Bharat Nagar,Gujarat,DEBIT CARD,
TXN56687,03-05-2025,7465,SUCCESS,VIM6,Bharat Nagar,Gujarat,NEFT,
TXN99061,03-05-2025,2607,FAILED,VIM1,Bharat Nagar,Gujarat,CREDIT CARD,Exceeded Limit
TXN17977,03-05-2025,2283,FAILED,VIM7,Bharat Nagar,Gujarat,NEFT,Exceeded Limit
TXN55692,03-05-2025,3118,FAILED,VIM6,Bharat Nagar,Gujarat,DEBIT CARD,Technical Error
TXN53880,04-05-2025,430,SUCCESS,VIM9,Bharat Nagar,Gujarat,CASH,
TXN79874,04-05-2025,1690,SUCCESS,VIM2,Bharat Nagar,Gujarat,CASH,
TXN83532,04-05-2025,7168,SUCCESS,VIM6,Bharat Nagar,Gujarat,DEBIT CARD,
TXN65552,04-05-2025,3682,SUCCESS,VIM5,Bharat Nagar,Gujarat,DEBIT CARD,
TXN86410,04-05-2025,6385,SUCCESS,VIM3,Bharat Nagar,Gujarat,DEBIT CARD,
TXN92149,04-05-2025,9207,SUCCESS,VIM9,Bharat Nagar,Gujarat,NEFT,
TXN16762,04-05-2025,3345,SUCCESS,VIM7,Bharat Nagar,Gujarat,NEFT,
TXN56653,05-05-2025,6764,SUCCESS,VIM4,Bharat Nagar,Gujarat,DEBIT CARD,
TXN68133,05-05-2025,3249,FAILED,VIM2,Bharat Nagar,Gujarat,CASH,Account Blocked
TXN36643,05-05-2025,2401,SUCCESS,VIM6,Bharat Nagar,Gujarat,NEFT,
TXN35706,05-05-2025,3766,FAILED,VIM2,Bharat Nagar,Gujarat,CREDIT CARD,Account Blocked
TXN41170,05-05-2025,7027,SUCCESS,VIM4,Bharat Nagar,Gujarat,DEBIT CARD,
TXN15056,05-05-2025,887,FAILED,VIM2,Bharat Nagar,Gujarat,CREDIT CARD,Insufficient Funds
TXN84277,05-05-2025,2211,SUCCESS,VIM4,Bharat Nagar,Gujarat,NEFT,
TXN78413,06-05-2025,6795,FAILED,VIM1,Bharat Nagar,Gujarat,CREDIT CARD,Exceeded Limit
TXN93656,06-05-2025,3174,SUCCESS,VIM7,Bharat Nagar,Gujarat,NEFT,
TXN61774,06-05-2025,8096,SUCCESS,VIM2,Bharat Nagar,Gujarat,CREDIT CARD,
TXN84798,06-05-2025,9586,FAILED,VIM6,Bharat Nagar,Gujarat,CREDIT CARD,Technical Error
TXN88773,06-05-2025,485,SUCCESS,VIM8,Bharat Nagar,Gujarat,CREDIT CARD,
TXN49164,06-05-2025,1829,SUCCESS,VIM6,Bharat Nagar,Gujarat,CASH,
TXN19673,06-05-2025,8719,SUCCESS,VIM3,Bharat Nagar,Gujarat,NEFT,
TXN58541,07-05-2025,1583,FAILED,VIM7,Bharat Nagar,Gujarat,DEBIT CARD,Invalid Account Number
TXN65685,07-05-2025,5817,FAILED,VIM5,Bharat Nagar,Gujarat,CREDIT CARD,Insufficient Funds
TXN54982,07-05-2025,6749,SUCCESS,VIM5,Bharat Nagar,Gujarat,CREDIT CARD,
TXN12710,07-05-2025,5137,SUCCESS,VIM2,Bharat Nagar,Gujarat,CASH,
TXN13142,07-05-2025,5333,SUCCESS,VIM4,Bharat Nagar,Gujarat,CASH,
TXN55602,07-05-2025,10000,SUCCESS,VIM9,Bharat Nagar,Gujarat,CREDIT CARD,
TXN40609,07-05-2025,4745,SUCCESS,VIM9,Bharat Nagar,Gujarat,DEBIT CARD,
