TransactionID,Date,Amount,Status,BranchID,BranchName,BranchCity,TransactionType,FailureReason
TXN76739,01-05-2025,983,FAILED,ADY2,Alwal,Hyderabad,CREDIT CARD,Exceeded Limit
TXN22988,01-05-2025,1889,SUCCESS,ADY4,Alwal,Hyderabad,DEBIT CARD,
TXN43861,01-05-2025,5192,SUCCESS,ADY5,Alwal,Hyderabad,NEFT,
TXN68253,01-05-2025,5798,FAILED,ADY3,Alwal,Hyderabad,NEFT,Invalid Account Number
TXN15770,01-05-2025,5250,SUCCESS,ADY6,Alwal,Hyderabad,CREDIT CARD,
TXN52955,01-05-2025,6740,FAILED,ADY6,Alwal,Hyderabad,CASH,Insufficient Funds
TXN67883,01-05-2025,2017,SUCCESS,ADY7,Alwal,Hyderabad,CREDIT CARD,
TXN39608,02-05-2025,1836,SUCCESS,ADY2,Alwal,Hyderabad,CASH,
TXN78383,02-05-2025,228,SUCCESS,ADY3,Alwal,Hyderabad,DEBIT CARD,
TXN98093,02-05-2025,7966,SUCCESS,ADY1,Alwal,Hyderabad,CREDIT CARD,
TXN33699,02-05-2025,5600,FAILED,ADY6,Alwal,Hyderabad,DEBIT CARD,Account Blocked
TXN73851,02-05-2025,6964,SUCCESS,ADY4,Alwal,Hyderabad,DEBIT CARD,
TXN50802,02-05-2025,4852,SUCCESS,ADY6,Alwal,Hyderabad,NEFT,
TXN45337,02-05-2025,6666,SUCCESS,ADY1,Alwal,Hyderabad,NEFT,
TXN76097,03-05-2025,4219,SUCCESS,ADY3,Alwal,Hyderabad,CREDIT CARD,
TXN89423,03-05-2025,8636,FAILED,ADY3,Alwal,Hyderabad,DEBIT CARD,Technical Error
TXN23557,03-05-2025,2019,FAILED,ADY8,Alwal,Hyderabad,CREDIT CARD,Insufficient Funds
TXN76409,03-05-2025,7270,SUCCESS,ADY7,Alwal,Hyderabad,DEBIT CARD,
TXN42379,03-05-2025,8934,SUCCESS,ADY3,Alwal,Hyderabad,CASH,
TXN95801,03-05-2025,985,FAILED,ADY9,Alwal,Hyderabad,CASH,Network Timeout
TXN82472,03-05-2025,8558,SUCCESS,ADY2,Alwal,Hyderabad,NEFT,
TXN94432,04-05-2025,7576,SUCCESS,ADY1,Alwal,Hyderabad,NEFT,
TXN50458,04-05-2025,3053,SUCCESS,ADY5,Alwal,Hyderabad,DEBIT CARD,
TXN73500,04-05-2025,2245,FAILED,ADY3,Alwal,Hyderabad,NEFT,Insufficient Funds
TXN94892,04-05-2025,3451,SUCCESS,ADY4,Alwal,Hyderabad,CREDIT CARD,
TXN16443,04-05-2025,1013,SUCCESS,ADY7,Alwal,Hyderabad,NEFT,
TXN92600,04-05-2025,3484,FAILED,ADY6,Alwal,Hyderabad,CREDIT CARD,Account Blocked
TXN56102,04-05-2025,4020,SUCCESS,ADY6,Alwal,Hyderabad,CASH,
TXN66484,05-05-2025,7916,SUCCESS,ADY2,Alwal,Hyderabad,DEBIT CARD,
TXN32528,05-05-2025,2916,FAILED,ADY8,Alwal,Hyderabad,CASH,Invalid Account Number
TXN18686,05-05-2025,4919,SUCCESS,ADY7,Alwal,Hyderabad,DEBIT CARD,
TXN40597,05-05-2025,2080,FAILED,ADY1,Alwal,Hyderabad,NEFT,Invalid Account Number
TXN36334,05-05-2025,9685,SUCCESS,ADY1,Alwal,Hyderabad,NEFT,
TXN69930,05-05-2025,666,FAILED,ADY4,Alwal,Hyderabad,CREDIT CARD,Invalid Account Number
TXN19825,05-05-2025,3033,FAILED,ADY3,Alwal,Hyderabad,CASH,Account Blocked
TXN39634,06-05-2025,1418,SUCCESS,ADY7,Alwal,Hyderabad,NEFT,
TXN18136,06-05-2025,544,SUCCESS,ADY8,Alwal,Hyderabad,CASH,
TXN75014,06-05-2025,7774,SUCCESS,ADY1,Alwal,Hyderabad,DEBIT CARD,
TXN33591,06-05-2025,2406,FAILED,ADY4,Alwal,Hyderabad,DEBIT CARD,Account Blocked
TXN15212,06-05-2025,8173,SUCCESS,ADY6,Alwal,Hyderabad,NEFT,
TXN26628,06-05-2025,3706,FAILED,ADY9,Alwal,Hyderabad,CASH,Invalid Account Number
TXN19903,06-05-2025,5550,SUCCESS,ADY6,Alwal,Hyderabad,NEFT,
TXN73691,07-05-2025,832,SUCCESS,ADY5,Alwal,Hyderabad,CREDIT CARD,
TXN87031,07-05-2025,793,SUCCESS,ADY6,Alwal,Hyderabad,DEBIT CARD,
TXN38099,07-05-2025,7644,SUCCESS,ADY9,Alwal,Hyderabad,DEBIT CARD,
TXN91103,07-05-2025,1880,SUCCESS,ADY3,Alwal,Hyderabad,NEFT,
TXN82998,07-05-2025,2883,SUCCESS,ADY2,Alwal,Hyderabad,NEFT,
TXN14794,07-05-2025,7376,SUCCESS,ADY9,Alwal,Hyderabad,CASH,
TXN69642,07-05-2025,2517,SUCCESS,ADY8,Alwal,Hyderabad,CREDIT CARD,
