TransactionID,Date,Amount,Status,BranchID,BranchName,BranchCity,TransactionType,FailureReason
TXN44952,01-05-2025,7147,SUCCESS,IND2,AnadNagar,Vizag,CREDIT CARD,
TXN65990,01-05-2025,6495,FAILED,IND7,AnadNagar,Vizag,NEFT,Technical Error
TXN28144,01-05-2025,2060,FAILED,IND2,AnadNagar,Vizag,NEFT,Technical Error
TXN69528,01-05-2025,2254,SUCCESS,IND6,AnadNagar,Vizag,CREDIT CARD,
TXN88162,01-05-2025,5244,FAILED,IND3,AnadNagar,Vizag,CASH,Insufficient Funds
TXN68703,01-05-2025,477,SUCCESS,IND6,AnadNagar,Vizag,DEBIT CARD,
TXN40803,01-05-2025,2010,SUCCESS,IND4,AnadNagar,Vizag,DEBIT CARD,
TXN85819,02-05-2025,5466,SUCCESS,IND3,AnadNagar,Vizag,DEBIT CARD,
TXN19297,02-05-2025,8705,SUCCESS,IND9,AnadNagar,Vizag,CASH,
TXN28345,02-05-2025,3414,FAILED,IND7,AnadNagar,Vizag,DEBIT CARD,Network Timeout
TXN20098,02-05-2025,2767,SUCCESS,IND1,AnadNagar,Vizag,DEBIT CARD,
TXN48294,02-05-2025,4936,FAILED,IND5,AnadNagar,Vizag,NEFT,Exceeded Limit
TXN92660,02-05-2025,3950,SUCCESS,IND9,AnadNagar,Vizag,NEFT,
TXN49031,02-05-2025,3637,SUCCESS,IND4,AnadNagar,Vizag,NEFT,
TXN26414,03-05-2025,801,FAILED,IND2,AnadNagar,Vizag,CREDIT CARD,Network Timeout
TXN13107,03-05-2025,5804,SUCCESS,IND5,AnadNagar,Vizag,DEBIT CARD,
TXN47508,03-05-2025,1411,FAILED,IND2,AnadNagar,Vizag,DEBIT CARD,Technical Error
TXN91440,03-05-2025,3955,SUCCESS,IND3,AnadNagar,Vizag,CREDIT CARD,
TXN45494,03-05-2025,2720,FAILED,IND5,AnadNagar,Vizag,CREDIT CARD,Technical Error
TXN12298,03-05-2025,1897,FAILED,IND8,AnadNagar,Vizag,DEBIT CARD,Exceeded Limit
TXN68975,03-05-2025,8202,SUCCESS,IND5,AnadNagar,Vizag,NEFT,
TXN58357,04-05-2025,9680,SUCCESS,IND3,AnadNagar,Vizag,DEBIT CARD,
TXN71864,04-05-2025,7331,FAILED,IND6,AnadNagar,Vizag,CREDIT CARD,Insufficient Funds
TXN90226,04-05-2025,6647,SUCCESS,IND9,AnadNagar,Vizag,NEFT,
TXN59599,04-05-2025,5677,FAILED,IND1,AnadNagar,Vizag,CREDIT CARD,Network Timeout
TXN49978,04-05-2025,4515,FAILED,IND6,AnadNagar,Vizag,DEBIT CARD,Technical Error
TXN39327,04-05-2025,4961,SUCCESS,IND5,AnadNagar,Vizag,CASH,
TXN51811,04-05-2025,9090,SUCCESS,IND5,AnadNagar,Vizag,NEFT,
TXN24284,05-05-2025,1567,SUCCESS,IND1,AnadNagar,Vizag,CREDIT CARD,
TXN21806,05-05-2025,936,SUCCESS,IND8,AnadNagar,Vizag,CASH,
TXN53576,05-05-2025,2029,SUCCESS,IND9,AnadNagar,Vizag,NEFT,
TXN92019,05-05-2025,4043,FAILED,IND9,AnadNagar,Vizag,CASH,Invalid Account Number
TXN77884,05-05-2025,2379,SUCCESS,IND9,AnadNagar,Vizag,DEBIT CARD,
TXN34160,05-05-2025,8746,SUCCESS,IND5,AnadNagar,Vizag,CREDIT CARD,
TXN47779,05-05-2025,4004,SUCCESS,IND5,AnadNagar,Vizag,CASH,
TXN96757,06-05-2025,8631,FAILED,IND3,AnadNagar,Vizag,CASH,Technical Error
TXN83818,06-05-2025,2279,SUCCESS,IND9,AnadNagar,Vizag,CREDIT CARD,
TXN67899,06-05-2025,9421,SUCCESS,IND8,AnadNagar,Vizag,CASH,
TXN36369,06-05-2025,6518,SUCCESS,IND4,AnadNagar,Vizag,CASH,
TXN84758,06-05-2025,459,SUCCESS,IND2,AnadNagar,Vizag,NEFT,
TXN84787,06-05-2025,4378,SUCCESS,IND4,AnadNagar,Vizag,NEFT,
TXN37196,06-05-2025,6000,SUCCESS,IND1,AnadNagar,Vizag,CREDIT CARD,
TXN95025,07-05-2025,8516,SUCCESS,IND5,AnadNagar,Vizag,DEBIT CARD,
TXN19374,07-05-2025,1322,SUCCESS,IND8,AnadNagar,Vizag,CREDIT CARD,
TXN67004,07-05-2025,4899,SUCCESS,IND9,AnadNagar,Vizag,DEBIT CARD,
TXN73073,07-05-2025,8212,SUCCESS,IND6,AnadNagar,Vizag,NEFT,
TXN70444,07-05-2025,9222,SUCCESS,IND2,AnadNagar,Vizag,CASH,
TXN92610,07-05-2025,3966,SUCCESS,IND4,AnadNagar,Vizag,NEFT,
TXN87266,07-05-2025,2079,SUCCESS,IND5,AnadNagar,Vizag,DEBIT CARD,
