TransactionID,Date,Amount,Status,BranchID,BranchName,BranchCity,TransactionType,FailureReason
TXN50275,2025-05-06,314,SUCCESS,BTM4,Bhimavaram,Vizag,NEFT,""
TXN26477,2025-05-07,5942,FAILED,HIN2,HRNagar,Gujarat,DEBIT CARD,Invalid Account Number
TXN29540,2025-05-05,2712,SUCCESS,MG 2,Malkaagiri,Vizag,CASH,""
TXN51223,2025-05-01,161,SUCCESS,BTM5,Bhimavaram,Vizag,NEFT,""
TXN73851,2025-05-02,6964,SUCCESS,ADY4,Alwal,Hyderabad,DEBIT CARD,""
TXN19235,2025-05-05,1267,SUCCESS,HIN1,HRNagar,Gujarat,NEFT,""
TXN25426,2025-05-06,8629,SUCCESS,HIN9,HRNagar,Gujarat,CREDIT CARD,""
TXN98093,2025-05-02,7966,SUCCESS,ADY1,Alwal,Hyderabad,CREDIT CARD,""
TXN90532,2025-05-05,1805,SUCCESS,KOR9,Kakinada,Vizag,CREDIT CARD,""
TXN79544,2025-05-03,3771,SUCCESS,MG 9,Malkaagiri,Vizag,CREDIT CARD,""
TXN50458,2025-05-04,3053,SUCCESS,ADY5,Alwal,Hyderabad,DEBIT CARD,""
TXN85750,2025-05-05,3152,SUCCESS,KOR2,Kakinada,Vizag,DEBIT CARD,""
TXN65760,2025-05-01,3495,SUCCESS,BTM9,Bhimavaram,Vizag,NEFT,""
TXN51106,2025-05-07,3447,SUCCESS,BTM2,Bhimavaram,Vizag,CREDIT CARD,""
TXN39362,2025-05-03,8839,SUCCESS,KOR6,Kakinada,Vizag,NEFT,""
TXN39608,2025-05-02,1836,SUCCESS,ADY2,Alwal,Hyderabad,CASH,""
TXN28144,2025-05-01,2060,FAILED,IND2,AnadNagar,Vizag,NEFT,Technical Error
TXN53576,2025-05-05,2029,SUCCESS,IND9,AnadNagar,Vizag,NEFT,""
TXN72319,2025-05-06,4740,SUCCESS,HIN9,HRNagar,Gujarat,DEBIT CARD,""
TXN94421,2025-05-03,190,FAILED,BTM8,Bhimavaram,Vizag,CASH,Network Timeout
TXN67899,2025-05-06,9421,SUCCESS,IND8,AnadNagar,Vizag,CASH,""
TXN83524,2025-05-03,7056,SUCCESS,KOR3,Kakinada,Vizag,CREDIT CARD,""
TXN42018,2025-05-06,1316,SUCCESS,HIN3,HRNagar,Gujarat,CREDIT CARD,""
TXN21236,2025-05-02,1451,SUCCESS,MG 1,Malkaagiri,Vizag,DEBIT CARD,""
TXN23225,2025-05-05,7635,FAILED,KOT6,Komatla,Vizag,CASH,Exceeded Limit
TXN18803,2025-05-06,8944,SUCCESS,KOT5,Komatla,Vizag,DEBIT CARD,""
TXN38290,2025-05-01,6711,SUCCESS,HIN2,HRNagar,Gujarat,CREDIT CARD,""
TXN78064,2025-05-02,4719,FAILED,KOR8,Kakinada,Vizag,DEBIT CARD,Account Blocked
TXN37334,2025-05-01,8184,SUCCESS,BTM9,Bhimavaram,Vizag,CREDIT CARD,""
TXN26921,2025-05-04,4439,SUCCESS,BTM9,Bhimavaram,Vizag,NEFT,""
TXN27266,2025-05-07,2504,SUCCESS,BTM3,Bhimavaram,Vizag,DEBIT CARD,""
TXN67092,2025-05-07,4742,FAILED,BTM6,Bhimavaram,Vizag,CASH,Technical Error
TXN57039,2025-05-04,9256,FAILED,KOT4,Komatla,Vizag,CREDIT CARD,Insufficient Funds
TXN22019,2025-05-06,3596,SUCCESS,HIN4,HRNagar,Gujarat,CASH,""
TXN24284,2025-05-05,1567,SUCCESS,IND1,AnadNagar,Vizag,CREDIT CARD,""
TXN73073,2025-05-07,8212,SUCCESS,IND6,AnadNagar,Vizag,NEFT,""
TXN88021,2025-05-02,3978,FAILED,KOR2,Kakinada,Vizag,CASH,Invalid Account Number
TXN66134,2025-05-03,7709,FAILED,KOT2,Komatla,Vizag,NEFT,Insufficient Funds
TXN57083,2025-05-06,7160,FAILED,MG 5,Malkaagiri,Vizag,DEBIT CARD,Insufficient Funds
TXN85819,2025-05-02,5466,SUCCESS,IND3,AnadNagar,Vizag,DEBIT CARD,""
TXN68254,2025-05-03,8497,SUCCESS,KOR2,Kakinada,Vizag,NEFT,""
TXN12680,2025-05-04,7368,SUCCESS,KOR9,Kakinada,Vizag,CASH,""
TXN18096,2025-05-06,1935,SUCCESS,KOT3,Komatla,Vizag,CASH,""
TXN86454,2025-05-04,4727,SUCCESS,MG 3,Malkaagiri,Vizag,NEFT,""
TXN90252,2025-05-01,4932,SUCCESS,HIN3,HRNagar,Gujarat,CREDIT CARD,""
TXN37635,2025-05-03,1743,SUCCESS,BTM9,Bhimavaram,Vizag,DEBIT CARD,""
TXN89423,2025-05-03,8636,FAILED,ADY3,Alwal,Hyderabad,DEBIT CARD,Technical Error
TXN68975,2025-05-03,8202,SUCCESS,IND5,AnadNagar,Vizag,NEFT,""
TXN17693,2025-05-04,1997,SUCCESS,HIN4,HRNagar,Gujarat,NEFT,""
TXN96778,2025-05-07,8548,SUCCESS,HIN4,HRNagar,Gujarat,DEBIT CARD,""
TXN16870,2025-05-06,5771,SUCCESS,BTM2,Bhimavaram,Vizag,CASH,""
TXN19602,2025-05-05,3873,SUCCESS,KOT3,Komatla,Vizag,NEFT,""
TXN28573,2025-05-07,8550,SUCCESS,MG 5,Malkaagiri,Vizag,CASH,""
TXN19632,2025-05-02,8140,SUCCESS,BTM3,Bhimavaram,Vizag,CASH,""
TXN54275,2025-05-07,444,SUCCESS,BTM7,Bhimavaram,Vizag,CASH,""
TXN97223,2025-05-04,7172,SUCCESS,MG 7,Malkaagiri,Vizag,NEFT,""
TXN43861,2025-05-01,5192,SUCCESS,ADY5,Alwal,Hyderabad,NEFT,""
TXN41484,2025-05-01,3102,SUCCESS,KOR4,Kakinada,Vizag,CREDIT CARD,""
TXN69303,2025-05-03,8536,SUCCESS,KOR4,Kakinada,Vizag,CREDIT CARD,""
TXN34098,2025-05-03,4433,FAILED,BTM2,Bhimavaram,Vizag,DEBIT CARD,Exceeded Limit
TXN20098,2025-05-02,2767,SUCCESS,IND1,AnadNagar,Vizag,DEBIT CARD,""
TXN39634,2025-05-06,1418,SUCCESS,ADY7,Alwal,Hyderabad,NEFT,""
TXN76415,2025-05-05,5414,FAILED,BTM5,Bhimavaram,Vizag,CASH,Invalid Account Number
