TransactionID,Date,Amount,Status,BranchID,BranchName,BranchCity,TransactionType,FailureReason
TXN41829,01-05-2025,7873,FAILED,HAD9,HimayatNagar,Gujarat,CREDIT CARD,Account Blocked
TXN63498,01-05-2025,5291,SUCCESS,HAD4,HimayatNagar,Gujarat,CASH,
TXN24353,01-05-2025,140,FAILED,HAD5,HimayatNagar,Gujarat,CASH,Exceeded Limit
TXN81561,01-05-2025,6577,SUCCESS,HAD8,HimayatNagar,Gujarat,NEFT,
TXN36198,01-05-2025,249,FAILED,HAD9,HimayatNagar,Gujarat,DEBIT CARD,Exceeded Limit
TXN61019,01-05-2025,740,SUCCESS,HAD6,HimayatNagar,Gujarat,CREDIT CARD,
TXN47992,01-05-2025,532,SUCCESS,HAD2,HimayatNagar,Gujarat,CREDIT CARD,
TXN17502,02-05-2025,8129,SUCCESS,HAD3,HimayatNagar,Gujarat,CREDIT CARD,
TXN83954,02-05-2025,1600,SUCCESS,HAD8,HimayatNagar,Gujarat,DEBIT CARD,
TXN34930,02-05-2025,5778,SUCCESS,HAD6,HimayatNagar,Gujarat,CASH,
TXN55814,02-05-2025,6859,SUCCESS,HAD3,HimayatNagar,Gujarat,CASH,
TXN64131,02-05-2025,9385,SUCCESS,HAD1,HimayatNagar,Gujarat,NEFT,
TXN22570,02-05-2025,6056,FAILED,HAD7,HimayatNagar,Gujarat,CREDIT CARD,Network Timeout
TXN55258,02-05-2025,3252,SUCCESS,HAD5,HimayatNagar,Gujarat,DEBIT CARD,
TXN21117,03-05-2025,7890,SUCCESS,HAD7,HimayatNagar,Gujarat,CASH,
TXN48438,03-05-2025,9709,SUCCESS,HAD1,HimayatNagar,Gujarat,CASH,
TXN54244,03-05-2025,577,SUCCESS,HAD2,HimayatNagar,Gujarat,CREDIT CARD,
TXN92220,03-05-2025,3002,SUCCESS,HAD3,HimayatNagar,Gujarat,CASH,
TXN74113,03-05-2025,5007,SUCCESS,HAD1,HimayatNagar,Gujarat,CASH,
TXN56481,03-05-2025,6462,SUCCESS,HAD1,HimayatNagar,Gujarat,DEBIT CARD,
TXN56290,03-05-2025,5249,SUCCESS,HAD5,HimayatNagar,Gujarat,CASH,
TXN38354,04-05-2025,4556,SUCCESS,HAD6,HimayatNagar,Gujarat,DEBIT CARD,
TXN78972,04-05-2025,3833,SUCCESS,HAD8,HimayatNagar,Gujarat,DEBIT CARD,
TXN18000,04-05-2025,8932,SUCCESS,HAD7,HimayatNagar,Gujarat,CASH,
TXN55136,04-05-2025,462,SUCCESS,HAD3,HimayatNagar,Gujarat,DEBIT CARD,
TXN34256,04-05-2025,6761,FAILED,HAD7,HimayatNagar,Gujarat,NEFT,Exceeded Limit
TXN54287,04-05-2025,6667,SUCCESS,HAD5,HimayatNagar,Gujarat,DEBIT CARD,
TXN47314,04-05-2025,2981,SUCCESS,HAD8,HimayatNagar,Gujarat,NEFT,
TXN37247,05-05-2025,7303,FAILED,HAD8,HimayatNagar,Gujarat,DEBIT CARD,Invalid Account Number
TXN48048,05-05-2025,8153,FAILED,HAD5,HimayatNagar,Gujarat,CASH,Network Timeout
TXN63880,05-05-2025,6690,FAILED,HAD4,HimayatNagar,Gujarat,CREDIT CARD,Exceeded Limit
TXN20871,05-05-2025,3774,FAILED,HAD2,HimayatNagar,Gujarat,CASH,Technical Error
TXN91096,05-05-2025,3684,SUCCESS,HAD5,HimayatNagar,Gujarat,NEFT,
TXN22594,05-05-2025,497,SUCCESS,HAD4,HimayatNagar,Gujarat,NEFT,
TXN18338,05-05-2025,3536,SUCCESS,HAD6,HimayatNagar,Gujarat,NEFT,
TXN47262,06-05-2025,6768,SUCCESS,HAD2,HimayatNagar,Gujarat,NEFT,
TXN83305,06-05-2025,8887,SUCCESS,HAD6,HimayatNagar,Gujarat,CASH,
TXN24641,06-05-2025,1678,SUCCESS,HAD9,HimayatNagar,Gujarat,CASH,
TXN29018,06-05-2025,5926,SUCCESS,HAD5,HimayatNagar,Gujarat,NEFT,
TXN50158,06-05-2025,4078,SUCCESS,HAD9,HimayatNagar,Gujarat,NEFT,
TXN70240,06-05-2025,8397,SUCCESS,HAD8,HimayatNagar,Gujarat,CREDIT CARD,
TXN47998,06-05-2025,7061,SUCCESS,HAD2,HimayatNagar,Gujarat,DEBIT CARD,
TXN63675,07-05-2025,8359,SUCCESS,HAD1,HimayatNagar,Gujarat,CREDIT CARD,
TXN70732,07-05-2025,6496,FAILED,HAD6,HimayatNagar,Gujarat,NEFT,Invalid Account Number
TXN17066,07-05-2025,616,SUCCESS,HAD3,HimayatNagar,Gujarat,CASH,
TXN62968,07-05-2025,3872,FAILED,HAD2,HimayatNagar,Gujarat,NEFT,Insufficient Funds
TXN85849,07-05-2025,4970,SUCCESS,HAD6,HimayatNagar,Gujarat,NEFT,
TXN47415,07-05-2025,5192,SUCCESS,HAD7,HimayatNagar,Gujarat,DEBIT CARD,
TXN72621,07-05-2025,9214,SUCCESS,HAD7,HimayatNagar,Gujarat,CASH,
